username,course_id,interaction_strength,ts_ms,user_idx,item_idx
1481,TsinghuaX/AP000003X/2015_T1,0.6931471805599453,1970-02-03 11:16:55.232,18,27
1481,course-v1:TsinghuaX+30240184+2015_T2,0.4700036292457356,1970-03-08 19:00:30.402,18,165
1481,course-v1:TsinghuaX+00740043X_2015_T2+2015_T2,0.9555114450274365,1970-03-25 11:38:41.978,18,113
1481,TsinghuaX/60250131X/2015_03_02,1.6094379124341003,1970-05-14 13:50:39.218,18,20
1481,course-v1:TsinghuaX+00740043_2x_2015_T2+2015_T2,1.1631508098056809,1970-05-31 06:36:57.360,18,116
1481,course-v1:TsinghuaX+20430064X+2015_T2,1.2237754316221159,1970-05-31 07:08:23.438,18,160
1686,course-v1:TsinghuaX+30240184_1X+2016_TS,1.791759469228055,1971-04-04 20:13:36.019,19,167
1686,MITx/6_041x/2014_T2,3.4965075614664802,1972-04-16 13:18:13.355,19,2
1686,course-v1:TsinghuaX+20430064X+2015_T2,4.94021282979971,1990-11-12 23:59:23.236,19,160
1915,course-v1:Stanford+Econ1+_,0.6931471805599453,1970-03-26 08:42:11.922,20,68
1915,TsinghuaX/00691153_2015X/2015_T2,4.855928904335275,1980-05-20 04:57:06.567,20,7
1926,course-v1:TsinghuaX+00690212X+2015_T2,1.840549633397487,1970-04-28 02:13:45.837,21,98
1926,course-v1:TsinghuaX+00690212X+2016_T1,1.33500106673234,1970-04-29 06:37:33.595,21,99
2073,course-v1:TsinghuaX+20220332X+2016_T1,1.6863989535702286,1970-08-10 22:26:32.905,22,150
2073,course-v1:TsinghuaX+00691153X+2016_T2,4.255612709818223,1978-09-27 23:54:59.426,22,109
2164,course-v1:TsinghuaX+30640014X+2016_T1,2.028148247292285,1970-09-11 02:46:06.911,23,173
2164,course-v1:MITx+6_00_1x+2015_T1,2.5649493574615367,1970-11-12 08:30:25.943,23,55
2176,course-v1:TsinghuaX+20220332X+2017_T1,2.7343675094195836,1972-05-11 18:14:05.526,24,151
2176,course-v1:MicrosoftX+Microsoft101+_,3.8155121050473024,1974-06-30 13:41:58.171,24,57
2465,TsinghuaX/40260173X/2015_T2,2.0794415416798357,1970-05-31 10:26:02.648,27,18
2465,course-v1:TsinghuaX+00690863X+__,1.8562979903656263,1971-02-26 17:56:57.554,27,107
2469,course-v1:UST+UST001+_,0.7884573603642702,1970-02-19 21:40:20.553,29,243
2469,course-v1:TsinghuaX+30700313X+2016_T2,1.0296194171811583,1970-04-13 09:20:24.778,29,177
2469,course-v1:HIT+13GH16000700+2016-T2,1.0296194171811583,1970-04-13 09:20:24.993,29,44
2469,course-v1:TsinghuaX+30700313X+2016_T1,1.0986122886681096,1970-05-16 03:13:15.066,29,176
2748,TsinghuaX/AP000004X/2015_T2,0.6931471805599453,1970-02-03 10:43:34.920,32,28
2748,TsinghuaX/34100325X/2015_T1,0.6931471805599453,1970-02-20 02:28:40.012,32,17
2748,TsinghuaX/60250131X/2015_03_02,1.0986122886681096,1970-05-14 13:23:31.287,32,20
2748,TsinghuaX/20740084X/2015_T2,1.3862943611198906,1970-06-17 00:05:14.947,32,14
2748,course-v1:TsinghuaX+20220214X_2015_2+2015_T2,1.3862943611198906,1970-09-25 02:53:06.386,32,149
2748,course-v1:TsinghuaX+30240184+2015_T2,2.379546134130174,1973-02-09 21:12:29.290,32,165
2867,TsinghuaX/80511503X/2015_T2,3.367295829986474,1972-09-14 10:19:00.695,35,23
2867,TsinghuaX/80515522X/2015_T1,3.5553480614894135,1972-11-18 07:58:32.323,35,24
3251,course-v1:TsinghuaX+10421145X_2015_2+2015_T2,1.7578579175523736,1970-06-17 00:03:48.909,38,126
3251,course-v1:TsinghuaX+60240013X+2015_T2,1.4816045409242156,1970-06-17 06:24:15.303,38,191
3251,course-v1:TsinghuaX+10421094X_2015_2+2015_T2,2.1972245773362196,1971-01-03 15:44:58.272,38,125
3251,course-v1:TsinghuaX+10421075X_2015_2+2015_T2,3.4965075614664802,1974-02-13 12:08:17.483,38,124
3701,course-v1:MicrosoftX+Microsoft101+_,1.0296194171811583,1970-03-25 16:01:00.443,39,57
3701,TsinghuaX/10450034_1X/2015_T2,1.791759469228055,1970-05-31 19:28:32.132,39,10
3701,course-v1:TsinghuaX+30640014X+2016_T1,1.791759469228055,1970-11-17 11:19:43.060,39,173
3851,course-v1:TsinghuaX+30640014+2015_T2,1.1631508098056809,1970-05-31 07:33:44.482,40,171
3851,course-v1:TsinghuaX+80512073X_2015_2+2015_T2,2.128231705849268,1971-02-06 11:38:41.709,40,214
3998,TsinghuaX/60250131X/2015_03_02,1.0986122886681096,1970-02-20 02:22:48.130,41,20
3998,course-v1:TsinghuaX+10610224X+2016_T1,1.8245492920510458,1970-08-08 09:51:07.364,41,139
3998,course-v1:TsinghuaX+20440333X+2016_T1,2.1041341542702074,1970-09-28 01:02:51.225,41,161
3998,course-v1:TsinghuaX+00690092X+2016_T1,2.028148247292285,1970-11-17 16:14:34.851,41,94
4181,course-v1:TsinghuaX+00510663X+2015_T2,2.468099531471619,1971-04-14 06:30:45.458,42,77
4181,course-v1:TsinghuaX+00670122X+2016-T2,3.4404180948154366,1972-11-23 19:37:18.037,42,88
4184,TsinghuaX/70240183x/2015_T2,0.6931471805599453,1970-01-17 17:03:04.121,43,22
4184,TsinghuaX/20740042X/2015_T2,0.6931471805599453,1970-01-17 17:03:04.265,43,13
4325,course-v1:NCTU+wym+2016_T2,0.9555114450274365,1970-04-13 13:11:10.819,44,58
4325,UQx/Write101_x/_,1.3862943611198906,1970-05-30 12:03:13.926,44,34
4325,course-v1:TsinghuaX+THU201605X+2016_T1,0.9555114450274365,1970-06-02 06:11:00.886,44,237
4325,course-v1:MIT+15_390_2x+_,0.9555114450274365,1970-06-17 21:23:33.885,44,50
4325,TsinghuaX/34000888X/2015_T2,1.9459101490553132,1970-09-08 19:25:01.263,44,16
4325,course-v1:HIT+GH47100100+2016_T1,1.3862943611198906,1970-09-11 05:50:58.716,44,47
4325,TsinghuaX/THU00022X/2015_T1,2.4849066497880004,1970-10-10 02:57:28.990,44,31
4325,course-v1:Stanford+Econ1+_,1.2237754316221159,1970-10-14 22:26:48.762,44,68
4325,course-v1:TNUA+AO35003+_,1.6094379124341003,1970-10-15 06:55:52.912,44,72
4325,course-v1:NTHU+MOOC_00_005+2015_T2,2.8449093838194073,1971-01-19 23:49:15.925,44,60
4325,course-v1:TsinghuaX+70800232X+2015_T2,1.5260563034950494,1971-02-06 07:02:51.716,44,197
4325,course-v1:songshuhui+SSH001+_,1.5260563034950494,1971-02-10 04:53:56.366,44,244
4325,course-v1:FUDANx+ECON130007_01+2016_T1,2.0541237336955462,1971-03-15 05:39:15.048,44,42
4402,course-v1:HIT+GO90801500+2016-5-1,0.33647223662121295,1970-02-03 20:42:29.077,47,48
4402,course-v1:TsinghuaX+80240372X+2016_T2,0.7884573603642702,1970-02-04 03:48:44.962,47,206
4402,course-v1:TsinghuaX+00804723X+2016_T1,0.33647223662121295,1970-02-20 22:14:24.381,47,121
4402,course-v1:TsinghuaX+80511503X+2016_T1,0.8754687373538999,1970-03-09 17:24:57.332,47,207
4402,course-v1:TsinghuaX+30806872X+2016_T1,0.8754687373538999,1970-03-09 21:39:12.579,47,181
4402,TsinghuaX/THU00022X/2015_T1,1.0986122886681096,1970-03-24 23:20:31.323,47,31
4402,TsinghuaX/20250103X/2015_T2,1.0986122886681096,1970-03-25 12:09:52.582,47,12
4402,TsinghuaX/34100325X/2015_T1,1.0986122886681096,1970-04-11 05:02:37.047,47,17
4402,TsinghuaX/20240103X/2015_T2,1.0986122886681096,1970-04-11 05:34:40.494,47,11
4402,course-v1:MITx+6_00_1x+2015_T1,1.791759469228055,1970-07-02 14:14:05.395,47,55
4402,course-v1:NCTU+wym+2016_T2,1.5260563034950494,1970-08-11 06:54:53.242,47,58
4402,course-v1:TsinghuaX+40250074X+2016_T2,1.0296194171811583,1970-08-11 11:28:08.495,47,187
4402,course-v1:TsinghuaX+20320074X+2017_T1,1.4350845252893227,1970-08-30 20:31:34.176,47,158
4402,course-v1:TsinghuaX+00040132X+2016_T1,1.5686159179138452,1970-09-12 01:36:59.966,47,74
4507,TsinghuaX/80515522X/2015_T1,0.6931471805599453,1970-01-17 17:21:52.489,49,24
4507,TsinghuaX/80511503X/2015_T2,0.6931471805599453,1970-02-03 11:02:17.516,49,23
5366,course-v1:TsinghuaX+80240372X+2016_T2,1.6863989535702286,1970-08-10 22:26:43.631,50,206
5366,course-v1:Stanford+CS101+_,1.3862943611198906,1970-09-10 23:21:43.450,50,67
5422,course-v1:TsinghuaX+30240184+2015_T2,0.7884573603642702,1970-02-03 09:50:33.535,51,165
5422,course-v1:TsinghuaX+34100325X+2016_T1,0.33647223662121295,1970-02-03 18:02:42.836,51,184
5652,course-v1:TsinghuaX+40670453X+2016_TS,0.8754687373538999,1970-03-09 22:30:25.061,52,190
5652,course-v1:TsinghuaX+AP000004X+2016_T2,0.8754687373538999,1970-03-09 22:30:25.319,52,226
5652,course-v1:TsinghuaX+AP000005X+2016_T2,0.8754687373538999,1970-03-09 22:30:25.348,52,229
5652,course-v1:TsinghuaX+AP000003X+2016_T2,0.8754687373538999,1970-03-09 22:30:25.430,52,223
5652,course-v1:TsinghuaX+00510663X+2015_T2,1.2809338454620645,1970-03-25 17:36:33.634,52,77
5652,course-v1:TsinghuaX+00510663X+2016_TS,1.33500106673234,1970-05-16 21:00:49.060,52,80
6001,course-v1:MITx+15_390x_2015_T2+2015_T2,1.7227665977411035,1970-09-09 23:29:51.799,55,51
6001,UQx/Think101x/_,2.302585092994046,1970-09-23 12:29:12.618,55,33
6001,course-v1:TsinghuaX+20220214X_2015_2+2015_T2,2.128231705849268,1970-12-01 06:32:16.693,55,149
6001,course-v1:TsinghuaX+30640014X+2016_T1,2.833213344056216,1972-01-30 01:08:17.347,55,173
6001,course-v1:TsinghuaX+80512073X+2016_TS,3.2108436531709366,1972-09-13 10:40:42.634,55,212
6001,course-v1:TsinghuaX+00510663X+2016_T1,3.2188758248682006,1973-03-10 20:17:46.251,55,78
6077,course-v1:TsinghuaX+10421094X_2015_2+2015_T2,0.5877866649021191,1970-03-08 22:20:47.271,56,125
6077,course-v1:TsinghuaX+00040132X+2016_TS,1.33500106673234,1970-06-19 20:31:54.365,56,75
6077,course-v1:PU+OL32004+2015_T2,1.6863989535702286,1970-07-03 17:33:55.758,56,64
6077,course-v1:TsinghuaX+00690863X+2016_TS,1.4816045409242156,1970-07-23 21:52:07.680,56,105
6077,course-v1:TsinghuaX+00670122X+2016_T1,1.7227665977411035,1970-09-12 13:45:59.315,56,89
6077,course-v1:TsinghuaX+00804723X+2016_T1,2.451005098112319,1971-03-01 04:05:39.849,56,121
6220,course-v1:TsinghuaX+30640014X+2017_T1,0.8754687373538999,1970-03-10 23:27:59.133,58,175
6220,course-v1:TsinghuaX+80512073X+2017-T1,0.8754687373538999,1970-03-10 23:27:59.271,58,213
6220,course-v1:TsinghuaX+90640012X+2017_T1,0.8754687373538999,1970-03-10 23:27:59.335,58,218
6220,course-v1:NTHU+QF32110+2017_T1,0.8754687373538999,1970-03-10 23:27:59.860,58,62
6233,course-v1:SDUx+00931800X+2015_T2,0.18232155679395462,1970-01-17 16:40:06.082,59,65
6233,TsinghuaX/01030132X_2015X/2015_T2,0.6931471805599453,1970-02-03 06:53:15.120,59,8
6233,course-v1:UST+UST001+_,1.0986122886681096,1970-02-19 21:06:18.969,59,243
6233,UQx/Write101_x/_,1.0986122886681096,1970-02-19 21:06:19.625,59,34
6233,course-v1:TsinghuaX+70150023X_2015_T2+2015_T2,1.2237754316221157,1970-03-25 11:11:44.351,59,196
6233,course-v1:TsinghuaX+30240233X_2015_T2+2015_T2,1.2809338454620645,1970-04-11 03:42:58.539,59,169
6233,TsinghuaX/80515522X/2015_T1,1.6094379124341003,1970-04-11 04:28:23.820,59,24
6233,course-v1:TsinghuaX+70800232X+2015_T2,1.2809338454620645,1970-04-11 05:25:58.408,59,197
6233,course-v1:FUDANx+ECON130007_01+2016_T1,1.0296194171811583,1970-04-12 07:18:03.674,59,42
6233,course-v1:HIT+13SC20301820+2015_T2,1.33500106673234,1970-04-27 21:25:47.882,59,46
6233,course-v1:NTHU+MOOC_00_006+2015_T2,1.5686159179138452,1970-05-14 13:53:57.798,59,61
6233,course-v1:MITx+15_671x+2015_T2,0.8754687373539,1970-05-31 06:00:55.423,59,54
6233,course-v1:TsinghuaX+00690092X_2015_T2+2015_T2,1.7578579175523736,1970-07-03 17:20:27.243,59,97
6233,course-v1:ustcX+LB05203a+2015_T2,1.5686159179138452,1970-07-03 17:57:28.147,59,245
6233,course-v1:MicrosoftX+Microsoft101+_,1.6863989535702286,1970-07-04 02:00:05.955,59,57
6233,TsinghuaX/AP000003X/2015_T1,1.9459101490553132,1970-09-08 12:46:42.912,59,27
6233,course-v1:TsinghuaX+80512073X+2016_TS,1.5686159179138452,1970-09-13 00:42:24.796,59,212
6233,course-v1:TsinghuaX+20440333_2015X+2015_T2,2.639057329615259,1970-09-25 04:00:50.452,59,162
6479,TsinghuaX/20740084X/2015_T2,1.791759469228055,1970-06-17 04:04:10.090,61,14
6479,course-v1:UST+UST001+_,2.3978952727983707,1970-11-29 13:19:18.857,61,243
6598,course-v1:TsinghuaX+00690092X+2016_T1,1.0296194171811583,1970-04-29 02:06:24.733,62,94
6598,course-v1:TsinghuaX+00690092X+2017_T1,4.046553898385752,1973-10-11 10:27:10.678,62,96
6691,course-v1:TsinghuaX+00690092X_2015_T2+2015_T2,0.33647223662121295,1970-02-03 10:29:27.624,63,97
6691,TsinghuaX/00690342X/2015_T1,0.6931471805599453,1970-02-03 10:36:19.011,63,6
6708,course-v1:TsinghuaX+00040132X+2016_T1,0.8754687373538999,1970-03-09 17:13:30.688,64,74
6708,course-v1:TsinghuaX+80512073X+2016_T1,1.33500106673234,1970-05-15 23:01:46.449,64,211
6722,TsinghuaX/34000888X/2015_T2,0.6931471805599453,1970-01-17 17:29:03.443,65,16
6722,TsinghuaX/80511503X/2015_T2,3.6888794541139363,1973-02-11 14:43:17.869,65,23
6790,course-v1:MicrosoftX+Microsoft101+_,1.3862943611198906,1970-03-08 22:45:06.877,66,57
6790,TsinghuaX/20740042X/2015_T2,1.0986122886681096,1970-03-25 10:47:55.395,66,13
6790,course-v1:FUDANx+ECON130007_01+2016_T1,2.028148247292285,1970-12-04 10:58:14.442,66,42
6790,course-v1:Stanford+Econ1+_,2.2407096892759584,1972-01-13 09:42:26.960,66,68
7433,course-v1:TsinghuaX+00740043X_2015_T2+2015_T2,0.33647223662121295,1970-02-03 10:38:34.872,69,113
7433,course-v1:ustcX+LB05203a+2015_T2,0.33647223662121295,1970-02-03 10:38:35.350,69,245
7700,course-v1:TsinghuaX+70800232X+2016_T1,3.484312288372662,1991-08-31 11:51:28.708,72,198
7700,course-v1:TsinghuaX+30640014X+2016_T1,3.520460802488973,2084-03-28 17:53:31.944,72,173
7747,course-v1:TNUA+AN35006+2016_T2,1.0986122886681096,1970-02-04 04:28:32.251,74,71
7747,course-v1:ECNUx+2016001+2016_T2,1.0986122886681096,1970-04-13 15:47:29.990,74,41
7747,course-v1:TsinghuaX+00612643X+2016_T2,1.9459101490553132,1970-06-21 00:46:16.421,74,87
7747,TsinghuaX/80511503X/2015_T2,2.3978952727983707,1970-12-18 05:12:17.626,74,23
7747,course-v1:TsinghuaX+80590952X+2016_T2,2.1041341542702074,1970-12-21 17:23:51.809,74,215
7747,course-v1:TsinghuaX+30806872X+2016_T1,2.2617630984737906,1971-03-18 11:54:54.220,74,181
7747,TsinghuaX/00680082X/2016_T1,2.5649493574615367,1971-03-28 11:43:58.820,74,4
7747,course-v1:TsinghuaX+70800232X+2015_T2,2.451005098112319,1971-06-03 06:38:54.160,74,197
7747,course-v1:HIT+13GH16000700+2016-T2,3.2188758248682006,1971-07-01 07:45:42.302,74,44
7747,course-v1:TsinghuaX+80000822X+2016_T1,2.9444389791664403,1971-07-28 19:30:40.007,74,200
7747,course-v1:TsinghuaX+20320074X+2017_T1,2.322387720290225,1971-10-02 03:47:01.966,74,158
7747,course-v1:NTHU+MOOC_00_005+2015_T2,3.6216707044204863,1972-01-22 05:09:10.697,74,60
7747,course-v1:TJU+4240001+_,3.8501476017100584,1972-12-01 19:12:42.639,74,70
7747,TsinghuaX/60510102X/_,3.8918202981106265,1973-09-17 11:57:43.860,74,21
7747,course-v1:TsinghuaX+TSINGHUA107+2016_T1,3.288401887516811,1973-10-20 11:39:25.324,74,238
7747,TsinghuaX/00680142X/2015_T2,4.007333185232471,1974-03-01 12:37:10.727,74,5
7747,TsinghuaX/10450034_1X/2015_T2,4.442651256490317,1974-06-30 08:35:05.320,74,10
7747,course-v1:NU+14051301+_,4.1956970564823886,1975-02-05 13:32:57.545,74,63
7747,course-v1:AdelaideX+Wine101x+2015_T1,3.977810745966149,1976-05-01 20:04:27.720,74,37
7821,TsinghuaX/AP000003X/2015_T1,1.0986122886681096,1970-02-20 04:02:32.407,75,27
7821,course-v1:TsinghuaX+00740043_2x_2015_T2+2015_T2,0.9555114450274365,1970-03-25 12:03:15.261,75,116
7821,course-v1:TsinghuaX+30240233X_2015_T2+2015_T2,0.9555114450274365,1970-03-25 12:03:15.281,75,169
7821,course-v1:TsinghuaX+00740043X_2015_T2+2015_T2,1.3862943611198906,1970-05-31 07:21:22.646,75,113
7821,TsinghuaX/20240103X/2015_T2,2.1972245773362196,1970-08-06 02:33:41.157,75,11
7821,course-v1:TsinghuaX+10421094X_2015_2+2015_T2,1.7227665977411035,1970-08-06 09:31:02.745,75,125
7821,course-v1:TsinghuaX+30240184+2015_T2,1.791759469228055,1970-08-22 19:21:07.160,75,165
7821,course-v1:TsinghuaX+30640014+2015_T2,1.4350845252893227,1970-08-22 19:22:21.490,75,171
7821,TsinghuaX/AP000004X/2015_T2,2.3978952727983707,1970-09-25 13:30:05.994,75,28
7821,TsinghuaX/34100325X/2015_T1,2.5649493574615367,1970-10-28 14:35:54.797,75,17
7821,TsinghuaX/70240183x/2015_T2,2.1972245773362196,1970-10-29 00:13:32.718,75,22
7869,course-v1:TsinghuaX+10430494X_2015_2+2015_T2,0.9555114450274365,1970-03-25 13:38:52.179,76,127
7869,course-v1:Tsinghua+20150001+2015_T2,0.9555114450274365,1970-04-11 19:18:03.580,76,73
7869,course-v1:TsinghuaX+20220214X_2015_2+2015_T2,1.2237754316221159,1970-05-31 11:24:50.790,76,149
7869,course-v1:songshuhui+SSH001+_,0.9555114450274365,1970-06-01 21:31:55.494,76,244
7869,course-v1:ustcX+USTC001+_,2.028148247292285,1970-10-14 22:00:24.187,76,246
7869,TsinghuaX/60250131X/2015_03_02,3.295836866004329,1971-07-06 00:25:34.968,76,20
7869,course-v1:MITx+15_390x_2016T1+2016_T1,2.4849066497880004,1972-01-14 18:11:27.708,76,52
7930,TsinghuaX/60510102X/_,0.6931471805599453,1970-01-17 17:28:05.608,78,21
7930,course-v1:NTHU+MOOC_00_005+2015_T2,0.8754687373538999,1970-02-20 04:24:16.100,78,60
8127,course-v1:Stanford+SciWrite+_,1.6094379124341003,1971-01-07 04:39:26.736,81,69
8127,course-v1:TsinghuaX+10450034_2X+2016_T1,1.9740810260220096,1971-02-10 04:46:00.295,81,129
8200,TsinghuaX/34100325X/2015_T1,1.0986122886681096,1970-03-25 12:10:21.823,83,17
8200,course-v1:TsinghuaX+20120143X_2015_T2+2015_T2,1.916922612182061,1970-10-12 11:00:58.616,83,144
8745,NCTU/nctucmpsd/2015_T2,0.6931471805599453,1970-01-17 16:58:55.160,86,3
8745,TsinghuaX/20740042X/2015_T2,0.6931471805599453,1970-01-17 16:58:55.166,86,13
8745,TsinghuaX/34100325X/2015_T1,0.6931471805599453,1970-01-17 16:58:55.173,86,17
8745,course-v1:ustcX+LB05203a+2015_T2,0.18232155679395462,1970-01-17 16:58:55.252,86,245
8745,TsinghuaX/80515522X/2015_T1,0.6931471805599453,1970-01-17 16:58:55.369,86,24
8745,TsinghuaX/34000888X/2015_T2,0.6931471805599453,1970-01-17 16:58:55.389,86,16
8745,TsinghuaX/40260173X/2015_T2,0.6931471805599453,1970-01-17 16:58:55.432,86,18
8745,course-v1:TsinghuaX+20440333_2015X+2015_T2,0.18232155679395462,1970-01-17 16:58:55.786,86,162
8745,course-v1:TsinghuaX+10610183X_2015_T2+2015_T2,0.18232155679395462,1970-01-17 16:58:55.946,86,130
8745,course-v1:TsinghuaX+00740113X_2015_T2+2015_T2,0.18232155679395462,1970-01-17 16:58:55.951,86,117
8745,course-v1:TsinghuaX+20220053X_2015_T2+2015_T2,0.18232155679395462,1970-01-17 16:58:55.958,86,145
8745,course-v1:TsinghuaX+20120143X_2015_T2+2015_T2,0.18232155679395462,1970-01-17 16:58:55.965,86,144
8745,course-v1:TsinghuaX+00690092X_2015_T2+2015_T2,0.18232155679395462,1970-01-17 16:58:55.970,86,97
8745,course-v1:TsinghuaX+00510888X_2015_T2+2015_T2,0.18232155679395462,1970-01-17 16:58:55.975,86,82
8745,course-v1:TsinghuaX+00740043_2x_2015_T2+2015_T2,0.18232155679395462,1970-01-17 16:58:56.011,86,116
8745,course-v1:TsinghuaX+20430064X+2015_T2,0.18232155679395462,1970-01-17 16:58:56.047,86,160
8745,course-v1:TsinghuaX+20330334X_2015_2+2015_T2,0.18232155679395462,1970-01-17 16:59:04.776,86,159
8745,course-v1:TsinghuaX+10430494X_2015_2+2015_T2,0.18232155679395462,1970-01-17 16:59:04.799,86,127
8745,course-v1:TsinghuaX+00740043X_2015_T2+2015_T2,0.33647223662121295,1970-02-03 09:34:47.270,86,113
8745,course-v1:TsinghuaX+20220214X_2015_2+2015_T2,0.7884573603642702,1970-02-03 09:57:49.896,86,149
8745,course-v1:PU+OL32004+2015_T2,0.7884573603642702,1970-02-03 09:57:50.400,86,64
8745,course-v1:NTHU+MOOC_00_006+2015_T2,0.7884573603642702,1970-02-03 09:57:50.449,86,61
8745,course-v1:TsinghuaX+00612642X_2015_2+2015_T2,0.7884573603642702,1970-02-03 09:57:50.520,86,86
8745,course-v1:TsinghuaX+80000901X_2015T2+2015T2,0.7884573603642702,1970-02-03 09:57:51.561,86,205
8745,course-v1:TsinghuaX+10610224X+2015_T3,0.7884573603642702,1970-02-03 09:57:51.585,86,137
8745,course-v1:TsinghuaX+10610193X+2015_T3,0.7884573603642702,1970-02-03 09:57:51.595,86,133
8745,course-v1:TsinghuaX+30240233X_2015_T2+2015_T2,0.7884573603642702,1970-02-03 09:57:51.877,86,169
8745,course-v1:TsinghuaX+70150023X_2015_T2+2015_T2,0.7884573603642702,1970-02-03 09:57:51.989,86,196
8745,course-v1:CAU+08110140+2015_T2,0.7884573603642702,1970-02-03 09:57:52.013,86,40
8745,course-v1:TsinghuaX+30240184+2015_T2,0.7884573603642702,1970-02-03 09:57:52.164,86,165
8745,course-v1:TsinghuaX+00740123X+2016_T1,0.33647223662121295,1970-02-03 20:57:01.118,86,118
8745,course-v1:BIT+PHY1701601+2015_T2,0.4700036292457356,1970-02-20 02:56:47.248,86,38
8745,course-v1:TsinghuaX+30700313X_2015_2+2015_T2,0.5877866649021191,1970-03-08 19:44:08.923,86,180
8870,course-v1:TsinghuaX+30640014X+2016_T1,1.5260563034950494,1970-09-10 19:56:51.683,88,173
8870,course-v1:AdelaideX+Wine101x+2015_T1,2.3608540011180215,1971-08-10 03:36:12.540,88,37
9074,course-v1:TsinghuaX+00740113X_2015_T2+2015_T2,0.18232155679395462,1970-01-17 16:48:03.970,90,117
9074,course-v1:TsinghuaX+00740123X+2016_T1,0.33647223662121295,1970-02-03 21:18:52.516,90,118
9074,MITx/6_041x/2014_T2,0.6931471805599453,1970-02-04 02:32:39.368,90,2
9074,course-v1:MITx+6_00_1x+2015_T1,1.3862943611198906,1970-03-08 11:54:27.633,90,55
9074,course-v1:TsinghuaX+64100033X+2015_T1_,0.8754687373538999,1970-03-09 18:37:45.012,90,193
9074,course-v1:BUPT+3412113011+2016_T1,0.8754687373538999,1970-03-10 05:05:18.750,90,39
9074,TsinghuaX/20740042X/2015_T2,1.791759469228055,1970-03-25 10:33:40.357,90,13
9074,course-v1:TsinghuaX+30240532X+2016_T1,0.9555114450274365,1970-03-26 17:17:11.639,90,170
9074,course-v1:TsinghuaX+AP000008X+2017T1,1.4816045409242156,1970-04-14 20:28:37.147,90,230
9074,course-v1:UST+UST001+_,1.6863989535702286,1970-04-27 11:03:43.620,90,243
9074,course-v1:TsinghuaX+AP000004X+2016_T2,1.6863989535702286,1970-04-29 21:26:01.032,90,226
9074,TsinghuaX/20240103X/2015_T2,1.9459101490553132,1970-05-14 14:24:44.541,90,11
